race|sex|LSAT|UGPA|ZFYA|race_nonwhite|race_simpler
White|Female|32.0|2.6|-0.66|White|White
White|Male|33.0|3.1|-0.52|White|White
White|Female|30.0|3.2|-0.46|White|White
White|Female|29.5|3.1|-1.46|White|White
Other|Male|38.0|3.1|0.96|NonWhite|Other
White|Male|40.0|2.9|0.36|White|White
White|Female|37.0|2.8|-0.76|White|White
White|Male|36.5|2.4|-0.33|White|White
Black|Female|25.0|3.7|-0.23|NonWhite|Black
White|Male|33.5|2.6|-1.07|White|White
White|Male|34.0|2.4|-0.76|White|White
White|Male|36.0|3.3|0.83|White|White
White|Female|31.0|3.6|0.51|White|White
White|Male|38.0|2.7|-0.52|White|White
Mexican|Female|37.0|3.8|0.22|NonWhite|Latino
White|Female|32.0|3.2|-0.52|White|White
Hispanic|Female|31.0|3.1|-1.01|NonWhite|Latino
White|Male|31.0|3.1|-0.13|White|White
White|Male|32.0|3.0|-0.07|White|White
White|Female|26.0|3.3|0.07|White|White
White|Female|40.0|3.6|0.89|White|White
White|Female|36.0|3.2|0.65|White|White
Puertorican|Female|29.5|2.0|-1.13|NonWhite|Latino
White|Female|38.0|2.4|-0.42|White|White
White|Female|39.0|3.4|1.94|White|White
White|Female|34.5|2.6|0.3|White|White
White|Male|39.0|2.8|0.3|White|White
White|Male|39.0|2.7|-0.17|White|White
White|Male|40.0|2.9|-0.05|White|White
White|Female|35.5|3.2|0.32|White|White
White|Male|38.0|2.9|-0.36|White|White
White|Male|39.0|3.4|0.26|White|White
White|Female|38.0|3.0|1.24|White|White
White|Male|40.0|2.9|0.4|White|White
White|Female|45.0|3.9|2.08|White|White
White|Male|39.0|2.7|2.0|White|White
White|Male|35.0|2.7|1.08|White|White
Asian|Male|35.0|2.6|0.57|NonWhite|Asian
White|Male|38.0|3.0|0.34|White|White
White|Male|32.5|3.5|-0.31|White|White
White|Male|38.0|2.8|-0.79|White|White
White|Male|41.5|2.3|0.44|White|White
Asian|Female|26.0|3.4|0.34|NonWhite|Asian
Mexican|Female|22.5|2.9|-2.06|NonWhite|Latino
White|Female|32.0|2.4|-0.79|White|White
White|Female|33.0|3.6|0.96|White|White
White|Male|35.0|2.6|-0.76|White|White
White|Male|40.0|3.6|0.28|White|White
White|Female|38.0|3.1|1.67|White|White
White|Female|37.0|2.8|1.02|White|White
White|Male|19.0|2.2|-1.03|White|White
White|Male|38.0|2.5|-1.12|White|White
White|Female|37.0|2.5|1.36|White|White
White|Male|33.0|2.8|-0.16|White|White
White|Male|33.5|2.7|2.32|White|White
White|Male|34.0|2.5|-0.07|White|White
White|Female|32.0|2.4|-0.47|White|White
White|Male|31.0|2.7|-0.56|White|White
White|Male|30.0|2.3|1.3|White|White
White|Male|29.5|2.2|0.1|White|White
White|Male|33.5|2.4|-0.43|White|White
White|Female|33.0|3.0|0.04|White|White
White|Female|31.5|2.6|-0.96|White|White
White|Male|34.5|2.4|-0.61|White|White
White|Female|33.0|3.3|-0.94|White|White
White|Male|30.0|3.3|0.48|White|White
White|Male|38.0|2.6|0.72|White|White
White|Male|40.0|2.3|0.59|White|White
White|Male|39.0|2.5|0.24|White|White
White|Female|36.0|2.4|-1.12|White|White
Black|Male|23.0|3.1|-1.74|NonWhite|Black
White|Female|34.0|3.8|1.36|White|White
White|Female|30.5|3.3|-0.83|White|White
White|Male|35.0|3.1|1.67|White|White
White|Male|36.0|3.0|0.48|White|White
White|Male|45.0|2.3|2.76|White|White
White|Male|39.0|2.7|0.59|White|White
White|Male|39.0|2.0|-1.16|White|White
White|Male|33.0|2.7|-0.56|White|White
White|Female|34.0|2.6|-0.7|White|White
White|Male|34.0|2.6|0.9|White|White
Black|Male|28.0|2.1|-1.32|NonWhite|Black
White|Male|34.0|3.0|0.01|White|White
White|Female|34.0|3.1|0.19|White|White
White|Female|31.0|2.8|-0.63|White|White
White|Male|35.0|2.8|0.48|White|White
White|Male|34.0|2.9|-0.41|White|White
White|Female|31.0|3.4|-1.09|White|White
White|Male|41.0|2.4|1.05|White|White
White|Female|35.0|2.6|2.43|White|White
White|Male|25.7|3.1|0.15|White|White
White|Male|27.3|2.8|-0.16|White|White
White|Male|35.0|2.8|-0.03|White|White
White|Male|42.0|2.1|0.59|White|White
White|Male|35.5|2.1|-0.32|White|White
White|Male|34.5|2.8|1.03|White|White
White|Male|33.0|2.8|0.83|White|White
White|Male|34.0|2.8|1.32|White|White
White|Male|34.5|2.8|0.46|White|White
White|Male|36.0|3.0|1.67|White|White
White|Male|36.0|2.3|0.77|White|White
White|Male|35.0|2.6|0.63|White|White
White|Male|34.0|2.4|-0.1|White|White
White|Female|34.0|3.6|0.37|White|White
White|Female|32.0|2.5|-0.52|White|White
Black|Female|22.0|2.7|-0.76|NonWhite|Black
Black|Female|23.0|2.7|-0.81|NonWhite|Black
White|Female|39.0|3.1|-1.14|White|White
White|Male|35.0|2.9|-1.23|White|White
White|Male|35.0|2.7|-0.58|White|White
White|Male|37.0|3.2|-0.87|White|White
White|Female|26.0|3.1|-0.58|White|White
White|Male|28.0|3.2|-1.25|White|White
White|Female|31.0|3.8|0.88|White|White
White|Female|40.0|3.2|0.55|White|White
White|Male|37.0|3.0|0.1|White|White
White|Male|33.0|2.7|-0.23|White|White
White|Male|37.0|2.9|1.65|White|White
White|Female|33.5|2.5|-0.01|White|White
White|Female|30.5|2.7|0.39|White|White
White|Female|35.0|3.4|0.98|White|White
White|Female|33.0|3.6|0.88|White|White
White|Male|41.0|3.0|-0.33|White|White
White|Female|37.0|3.2|-0.65|White|White
White|Male|38.0|3.4|0.81|White|White
White|Female|43.0|3.6|2.03|White|White
White|Female|32.0|3.5|1.05|White|White
White|Female|45.0|3.3|1.13|White|White
White|Male|45.0|3.1|-0.09|White|White
White|Female|37.0|2.6|-0.72|White|White
White|Female|34.0|3.4|-0.72|White|White
White|Female|41.0|3.7|0.74|White|White
White|Male|39.0|2.7|-0.82|White|White
White|Female|40.0|3.6|1.13|White|White
White|Female|40.0|3.1|1.86|White|White
White|Female|33.0|3.3|-0.48|White|White
White|Female|30.5|3.6|0.15|White|White
White|Female|37.0|3.4|-0.09|White|White
White|Male|22.0|3.5|-0.97|White|White
White|Male|39.0|3.7|0.88|White|White
Amerindian|Female|26.0|2.1|-1.62|NonWhite|Other
White|Male|41.0|3.5|0.25|White|White
White|Male|35.0|3.0|-1.14|White|White
White|Male|40.0|3.4|-1.7|White|White
Hispanic|Male|38.0|2.6|-0.41|NonWhite|Latino
White|Male|34.0|3.7|0.08|White|White
White|Male|41.0|3.5|0.08|White|White
White|Male|37.0|3.1|-0.48|White|White
White|Male|35.0|3.3|-1.06|White|White
White|Female|37.5|2.8|-0.82|White|White
White|Male|37.0|3.5|1.3|White|White
Amerindian|Female|31.0|3.6|-0.58|NonWhite|Other
White|Male|42.0|3.7|0.74|White|White
White|Male|44.0|2.6|0.66|White|White
White|Female|35.0|3.2|-1.14|White|White
White|Male|30.0|3.1|-0.58|White|White
White|Female|39.0|3.3|0.4|White|White
White|Male|34.0|3.4|-0.89|White|White
White|Female|42.0|3.8|0.57|White|White
White|Male|33.0|3.1|-0.24|White|White
White|Female|34.5|3.6|0.25|White|White
White|Male|40.0|3.3|0.49|White|White
White|Male|37.0|3.0|0.4|White|White
White|Female|34.0|3.2|0.08|White|White
White|Male|35.0|3.4|0.81|White|White
White|Female|31.0|3.9|-0.48|White|White
White|Female|37.0|3.2|0.64|White|White
White|Female|39.0|3.7|0.74|White|White
White|Female|37.0|3.3|0.32|White|White
White|Female|40.0|3.2|0.25|White|White
White|Female|38.0|3.3|-0.09|White|White
White|Male|39.0|3.2|-0.09|White|White
White|Male|28.0|3.6|0.49|White|White
White|Male|27.0|3.7|-1.87|White|White
White|Female|31.0|3.4|0.01|White|White
White|Male|42.0|2.8|0.81|White|White
White|Female|34.0|3.1|0.01|White|White
White|Female|37.0|3.2|-0.82|White|White
White|Female|34.0|3.7|-0.58|White|White
White|Male|39.0|3.2|0.01|White|White
White|Female|31.0|3.4|0.49|White|White
Black|Male|36.0|2.8|-0.97|NonWhite|Black
White|Male|29.0|3.6|-0.82|White|White
White|Female|40.0|3.2|1.71|White|White
White|Female|34.0|3.5|-0.16|White|White
White|Male|38.0|3.6|1.47|White|White
White|Male|36.0|3.1|-0.33|White|White
White|Female|42.0|3.1|1.54|White|White
White|Male|38.0|3.6|0.15|White|White
White|Female|39.0|3.9|1.3|White|White
White|Female|37.0|2.7|-0.91|White|White
Hispanic|Male|37.0|3.1|1.27|NonWhite|Latino
White|Male|37.0|2.9|0.93|White|White
White|Male|38.0|2.8|-0.74|White|White
White|Female|37.0|3.6|-0.23|White|White
White|Female|33.0|2.4|-0.17|White|White
White|Female|33.0|3.6|-0.56|White|White
White|Male|36.0|2.6|-0.91|White|White
White|Male|37.0|3.5|0.49|White|White
White|Male|37.0|3.5|1.89|White|White
White|Male|40.0|3.4|0.72|White|White
White|Male|38.0|3.0|0.92|White|White
White|Male|34.5|2.9|-0.17|White|White
White|Male|43.0|3.6|0.18|White|White
White|Male|36.0|3.3|-0.08|White|White
White|Male|39.0|3.9|2.43|White|White
White|Male|36.0|2.4|0.06|White|White
White|Male|44.0|2.5|1.52|White|White
White|Female|39.0|3.6|0.62|White|White
White|Male|35.0|3.0|-0.39|White|White
White|Male|33.0|3.4|-0.13|White|White
White|Male|41.0|3.1|0.74|White|White
White|Female|35.5|3.4|-0.19|White|White
White|Female|37.0|3.1|0.0|White|White
White|Female|37.0|3.2|1.11|White|White
White|Male|38.0|3.1|-0.95|White|White
White|Male|36.0|3.3|0.7|White|White
White|Male|28.5|2.5|-0.76|White|White
White|Male|33.0|3.5|0.29|White|White
White|Male|37.0|2.9|-1.2|White|White
White|Female|34.0|3.7|-0.23|White|White
White|Male|39.0|3.4|1.27|White|White
White|Male|42.0|3.2|-0.02|White|White
White|Female|39.0|3.3|-0.11|White|White
White|Female|35.0|3.1|0.31|White|White
White|Female|35.0|3.1|0.99|White|White
White|Female|37.5|3.1|-0.27|White|White
White|Male|32.3|3.0|-0.43|White|White
White|Male|36.3|2.5|-1.22|White|White
Asian|Male|33.0|2.7|-0.39|NonWhite|Asian
White|Male|35.0|3.1|-0.7|White|White
White|Female|37.0|3.6|0.58|White|White
White|Female|38.0|3.7|1.21|White|White
White|Male|36.5|3.2|-0.41|White|White
White|Male|40.0|2.5|-1.3|White|White
White|Male|36.0|3.5|-0.74|White|White
Other|Male|36.0|3.3|-0.54|NonWhite|Other
White|Male|36.0|3.8|1.61|White|White
White|Female|35.0|3.5|-0.41|White|White
White|Male|39.0|2.8|0.43|White|White
White|Male|38.0|3.2|-0.72|White|White
White|Male|38.0|3.0|0.51|White|White
White|Female|24.0|3.5|-0.08|White|White
White|Female|29.5|3.4|-1.44|White|White
White|Male|36.0|2.5|-0.91|White|White
White|Female|33.0|3.2|0.68|White|White
White|Male|36.0|3.6|-0.6|White|White
White|Female|35.0|3.4|-0.6|White|White
White|Male|38.0|2.6|-0.1|White|White
White|Female|43.0|4.0|2.0|White|White
White|Male|37.0|2.8|-0.33|White|White
White|Male|35.0|3.4|-0.23|White|White
Mexican|Female|34.0|2.7|0.27|NonWhite|Latino
White|Male|39.0|3.0|-1.05|White|White
White|Male|33.0|2.8|-0.72|White|White
White|Female|36.0|3.0|1.21|White|White
White|Female|30.5|3.7|0.64|White|White
White|Male|34.5|2.7|-1.34|White|White
White|Female|42.0|3.0|-0.46|White|White
White|Female|34.0|2.4|-1.11|White|White
White|Male|34.0|3.1|-0.7|White|White
White|Female|35.0|3.3|0.0|White|White
White|Male|36.0|2.7|-1.38|White|White
White|Male|47.0|3.5|0.52|White|White
White|Male|40.0|3.6|1.76|White|White
White|Male|44.0|3.9|-0.24|White|White
Black|Female|29.0|3.3|-1.34|NonWhite|Black
White|Female|45.0|3.9|0.46|White|White
White|Male|42.0|3.6|-0.88|White|White
White|Male|38.0|3.7|0.14|White|White
Black|Female|42.0|3.7|-0.73|NonWhite|Black
Black|Male|27.0|3.6|-3.05|NonWhite|Black
Black|Female|28.5|3.4|-2.87|NonWhite|Black
Puertorican|Male|33.0|3.9|0.19|NonWhite|Latino
White|Male|44.0|3.7|1.15|White|White
White|Male|47.0|3.3|0.83|White|White
White|Male|42.0|3.9|-1.08|White|White
White|Female|48.0|3.4|0.21|White|White
White|Male|48.0|3.4|0.88|White|White
Black|Female|31.0|3.0|-1.16|NonWhite|Black
White|Male|46.0|4.0|0.56|White|White
Black|Female|37.0|3.3|-0.3|NonWhite|Black
White|Male|45.0|3.7|-0.69|White|White
White|Male|44.0|3.7|0.35|White|White
Asian|Male|48.0|3.8|1.5|NonWhite|Asian
White|Male|43.0|3.6|-0.43|White|White
White|Female|42.0|3.4|0.99|White|White
White|Male|40.0|3.5|-1.27|White|White
Asian|Female|41.0|3.7|-0.35|NonWhite|Asian
White|Female|45.0|3.5|1.1|White|White
White|Male|38.0|3.8|-1.06|White|White
White|Male|40.0|3.5|0.93|White|White
White|Male|43.0|3.7|1.07|White|White
White|Female|41.0|3.8|-0.69|White|White
Asian|Female|41.0|3.7|0.49|NonWhite|Asian
White|Male|45.0|3.5|0.56|White|White
White|Male|42.0|3.4|0.77|White|White
Black|Male|40.0|2.4|-0.81|NonWhite|Black
White|Male|48.0|3.6|2.76|White|White
White|Male|43.0|3.5|0.24|White|White
White|Male|47.0|3.4|-0.48|White|White
White|Male|42.0|3.8|0.19|White|White
White|Male|46.0|3.0|-1.66|White|White
White|Male|44.0|3.5|0.82|White|White
White|Male|48.0|3.5|1.02|White|White
White|Male|41.0|3.7|-0.29|White|White
White|Female|48.0|3.8|-0.26|White|White
White|Male|45.0|3.7|1.28|White|White
White|Male|44.0|3.6|0.43|White|White
Black|Male|32.0|3.2|-0.53|NonWhite|Black
White|Male|47.0|3.5|0.62|White|White
White|Male|44.0|3.2|-0.69|White|White
White|Male|46.0|3.6|0.72|White|White
White|Female|48.0|3.7|1.94|White|White
Asian|Male|43.0|3.6|0.45|NonWhite|Asian
White|Female|40.0|3.6|1.81|White|White
White|Female|41.0|3.6|0.72|White|White
White|Male|48.0|3.6|0.29|White|White
Asian|Male|38.0|4.0|1.14|NonWhite|Asian
White|Female|42.0|3.9|-1.12|White|White
White|Male|40.0|3.5|-0.39|White|White
White|Male|41.0|3.7|-0.29|White|White
White|Male|45.0|3.5|-0.11|White|White
White|Male|42.0|3.7|-1.36|White|White
White|Male|43.0|3.6|1.15|White|White
White|Female|45.0|3.5|0.82|White|White
White|Male|44.0|3.7|-0.56|White|White
White|Female|46.0|3.9|-1.15|White|White
White|Male|45.0|3.5|0.49|White|White
White|Male|48.0|3.8|1.76|White|White
White|Male|46.0|3.4|0.0|White|White
White|Male|41.0|3.4|-0.3|White|White
Other|Female|47.0|3.3|0.23|NonWhite|Other
Other|Male|44.0|3.5|-0.13|NonWhite|Other
White|Female|41.0|3.7|-0.35|White|White
White|Male|42.0|4.0|0.95|White|White
White|Male|47.0|3.5|0.72|White|White
White|Female|42.0|3.5|0.65|White|White
White|Male|40.0|3.3|0.17|White|White
White|Female|38.5|3.8|-0.95|White|White
White|Female|42.0|3.7|-0.91|White|White
White|Female|42.0|3.5|-1.01|White|White
White|Male|42.0|3.7|-2.56|White|White
White|Male|45.0|3.9|-0.35|White|White
White|Female|40.0|3.4|-0.26|White|White
White|Male|41.0|3.5|0.4|White|White
White|Male|40.0|3.8|0.57|White|White
Asian|Male|45.0|3.9|-0.44|NonWhite|Asian
White|Male|47.0|3.7|0.19|White|White
White|Male|45.0|3.6|1.54|White|White
White|Male|41.0|3.6|0.3|White|White
White|Male|44.0|3.7|0.42|White|White
White|Male|45.0|3.7|0.09|White|White
Black|Male|32.5|3.7|-1.26|NonWhite|Black
White|Male|48.0|3.2|0.93|White|White
White|Male|38.0|3.9|0.14|White|White
White|Male|46.0|3.4|-0.06|White|White
White|Male|41.0|3.4|-1.21|White|White
White|Male|46.0|3.7|-0.63|White|White
White|Male|44.0|3.9|0.25|White|White
White|Female|46.0|3.5|0.59|White|White
White|Female|44.0|4.0|0.98|White|White
Other|Female|45.0|3.9|-0.43|NonWhite|Other
White|Male|42.0|3.4|1.94|White|White
White|Male|48.0|3.9|0.89|White|White
White|Male|38.0|3.7|0.4|White|White
Black|Male|40.0|2.9|-1.44|NonWhite|Black
Black|Male|34.0|2.9|-1.44|NonWhite|Black
White|Male|36.7|3.6|0.75|White|White
White|Female|46.0|3.4|-0.56|White|White
White|Female|42.0|3.6|0.06|White|White
White|Male|42.5|3.0|0.19|White|White
White|Female|44.0|3.5|-0.48|White|White
White|Male|40.0|3.4|-0.91|White|White
White|Male|43.0|3.5|0.46|White|White
White|Male|42.0|3.7|0.67|White|White
White|Male|40.0|3.6|0.35|White|White
White|Male|48.0|3.5|1.27|White|White
White|Female|45.0|3.9|1.02|White|White
White|Female|39.0|3.7|-0.75|White|White
White|Male|47.0|3.7|-0.03|White|White
White|Female|43.0|3.8|0.85|White|White
White|Male|45.0|3.6|0.26|White|White
White|Male|45.0|3.6|1.58|White|White
Black|Female|39.0|2.9|-0.87|NonWhite|Black
White|Male|41.0|3.5|0.59|White|White
White|Female|41.0|3.6|-0.42|White|White
White|Male|45.0|3.1|1.58|White|White
Black|Male|32.0|2.9|-0.56|NonWhite|Black
White|Male|38.0|3.5|-0.2|White|White
White|Female|34.0|3.6|-0.53|White|White
White|Female|39.0|3.6|-1.27|White|White
White|Male|39.5|3.1|0.98|White|White
White|Male|38.0|2.9|0.12|White|White
White|Female|40.0|2.6|1.82|White|White
White|Male|40.0|2.9|0.96|White|White
White|Male|38.0|2.5|2.1|White|White
White|Male|31.0|3.7|0.57|White|White
Amerindian|Male|28.0|2.5|-1.54|NonWhite|Other
White|Male|36.0|3.0|-0.54|White|White
White|Female|37.0|3.6|0.26|White|White
White|Female|32.3|3.1|-0.4|White|White
White|Female|34.5|3.1|0.87|White|White
White|Male|37.5|3.4|1.1|White|White
Hispanic|Female|25.0|3.1|-0.66|NonWhite|Latino
White|Male|39.0|2.3|-0.03|White|White
White|Male|35.0|2.5|-0.56|White|White
White|Male|40.0|2.5|-0.5|White|White
White|Female|35.0|2.5|-0.85|White|White
White|Male|39.0|2.9|2.06|White|White
Other|Female|36.0|3.5|0.24|NonWhite|Other
White|Female|30.5|3.1|-1.52|White|White
White|Male|33.5|3.2|0.65|White|White
White|Male|38.0|3.2|1.34|White|White
White|Male|37.0|3.4|1.28|White|White
White|Male|33.0|3.6|2.23|White|White
White|Female|42.0|3.4|-0.58|White|White
White|Female|35.0|3.8|0.05|White|White
White|Female|39.0|3.1|0.07|White|White
Asian|Female|28.0|2.5|-1.26|NonWhite|Asian
White|Female|36.5|3.0|0.67|White|White
White|Male|39.0|2.7|0.44|White|White
White|Male|39.0|2.4|-0.64|White|White
White|Male|41.0|3.4|-0.11|White|White
White|Male|40.0|2.8|0.2|White|White
White|Male|31.0|3.3|0.22|White|White
Black|Female|31.0|3.2|-1.07|NonWhite|Black
White|Male|38.0|3.4|1.9|White|White
White|Male|41.0|3.9|0.75|White|White
White|Female|41.0|3.1|0.94|White|White
Hispanic|Female|35.0|3.6|0.03|NonWhite|Latino
White|Female|40.0|3.6|-0.01|White|White
White|Male|35.0|3.1|-0.72|White|White
Hispanic|Female|31.0|3.1|-1.75|NonWhite|Latino
White|Male|37.0|3.2|-0.05|White|White
White|Male|37.0|2.9|-0.17|White|White
White|Female|42.0|3.0|0.71|White|White
White|Male|38.0|2.9|0.48|White|White
Hispanic|Female|37.0|3.3|-0.25|NonWhite|Latino
White|Female|38.0|2.9|-0.38|White|White
White|Male|39.0|2.9|1.67|White|White
Black|Female|30.0|2.9|-0.56|NonWhite|Black
Hispanic|Female|33.5|3.1|0.44|NonWhite|Latino
White|Male|37.0|3.1|0.85|White|White
White|Male|37.0|3.2|-0.54|White|White
White|Female|36.0|2.9|0.89|White|White
White|Male|41.0|3.8|-0.87|White|White
White|Female|30.7|2.7|-0.87|White|White
White|Female|35.0|3.4|-0.13|White|White
Amerindian|Male|22.5|2.2|-0.91|NonWhite|Other
White|Female|42.0|3.7|0.87|White|White
White|Male|45.0|3.5|0.53|White|White
White|Male|39.0|2.4|0.51|White|White
White|Male|34.5|2.9|0.26|White|White
White|Female|35.0|3.2|-1.26|White|White
White|Female|38.0|3.3|-0.48|White|White
White|Male|40.0|2.9|-0.79|White|White
White|Male|37.0|3.0|0.34|White|White
White|Male|36.0|3.8|-0.64|White|White
White|Female|37.0|3.3|-0.62|White|White
White|Male|45.0|2.9|0.42|White|White
White|Male|41.0|3.1|1.65|White|White
White|Male|41.0|3.1|-0.29|White|White
White|Female|29.5|3.4|0.53|White|White
White|Female|38.0|3.7|-0.31|White|White
White|Female|34.0|2.7|0.73|White|White
White|Male|39.0|3.5|2.06|White|White
Asian|Female|35.5|3.2|-0.62|NonWhite|Asian
White|Female|30.7|3.6|-0.97|White|White
Mexican|Female|35.0|3.2|0.26|NonWhite|Latino
White|Female|35.0|3.8|0.24|White|White
Other|Female|40.0|3.1|-1.36|NonWhite|Other
White|Male|32.0|2.8|-1.36|White|White
Hispanic|Male|40.0|2.9|1.14|NonWhite|Latino
White|Female|35.0|3.4|0.2|White|White
White|Female|37.0|3.6|1.47|White|White
White|Male|41.0|3.2|1.12|White|White
White|Female|27.0|3.5|-1.4|White|White
White|Male|42.0|2.4|1.61|White|White
White|Female|37.0|2.8|-0.48|White|White
White|Female|37.0|3.8|0.85|White|White
White|Female|36.5|3.3|0.26|White|White
White|Male|37.0|3.5|0.24|White|White
White|Male|38.0|2.7|-0.03|White|White
White|Male|38.5|3.0|0.2|White|White
White|Female|37.5|2.7|1.3|White|White
White|Female|40.0|2.6|-0.44|White|White
White|Female|33.0|3.6|-0.81|White|White
Amerindian|Female|32.0|3.9|0.77|NonWhite|Other
White|Female|32.3|3.3|1.49|White|White
Hispanic|Male|38.0|2.8|-0.64|NonWhite|Latino
White|Female|37.5|3.7|0.71|White|White
White|Male|39.0|3.6|1.34|White|White
White|Male|39.0|3.0|-0.17|White|White
White|Female|37.0|3.4|1.06|White|White
White|Male|42.0|3.1|1.57|White|White
White|Male|38.0|2.9|-0.74|White|White
Amerindian|Male|25.0|3.4|-1.77|NonWhite|Other
Asian|Male|38.0|2.8|-1.26|NonWhite|Asian
Asian|Male|32.0|3.2|-0.91|NonWhite|Asian
White|Male|40.0|2.6|-0.93|White|White
Mexican|Male|28.0|3.8|-0.93|NonWhite|Latino
Hispanic|Male|33.5|2.7|-0.48|NonWhite|Latino
White|Female|39.0|2.5|0.16|White|White
White|Male|38.0|3.6|-1.26|White|White
White|Male|37.0|3.4|-0.86|White|White
White|Male|41.0|3.5|1.45|White|White
White|Female|34.5|3.6|0.06|White|White
White|Male|38.0|3.3|0.04|White|White
Mexican|Male|34.0|2.5|-0.97|NonWhite|Latino
Amerindian|Female|26.0|3.1|-1.5|NonWhite|Other
White|Male|37.0|3.7|1.08|White|White
Amerindian|Male|22.7|2.5|-1.34|NonWhite|Other
Asian|Female|40.0|3.2|-0.4|NonWhite|Asian
White|Female|41.0|3.2|-0.74|White|White
White|Male|41.0|3.4|1.43|White|White
White|Male|37.0|2.9|-0.84|White|White
White|Male|40.0|2.9|0.45|White|White
Black|Female|23.5|2.6|-1.79|NonWhite|Black
Amerindian|Female|29.0|2.8|-1.65|NonWhite|Other
Black|Male|27.5|2.8|-0.22|NonWhite|Black
White|Female|36.0|4.0|0.64|White|White
White|Male|40.0|3.6|0.68|White|White
White|Female|35.0|3.6|-0.67|White|White
Mexican|Male|32.0|3.3|-0.87|NonWhite|Latino
White|Male|42.0|3.1|0.44|White|White
Mexican|Male|26.0|3.6|-1.23|NonWhite|Latino
White|Female|44.0|3.5|1.43|White|White
Asian|Male|39.0|3.7|0.49|NonWhite|Asian
White|Male|41.0|3.8|0.83|White|White
White|Female|40.0|3.2|1.31|White|White
White|Male|46.0|3.4|1.93|White|White
