"LSAT"|"UGPA"|"female"|"male"|"white"|"nonwhite"|"U_UGPA"|"U_LSAT"
"5484"|37|3.9|0|1|0|1|0.720890153772832|0.0108204235171369
"5486"|40|3.5|0|1|1|0|0.201503046595649|0.0586862522526311
"5490"|36|3.5|0|1|1|0|0.199603600814408|-0.00167066310348564
"5491"|34|3.8|1|0|1|0|0.416359528590829|-0.00125673324024817
"5495"|47|3.5|0|1|1|0|0.24906975765463|-0.0305609307557343
"5496"|37|4|0|1|1|0|0.519752483330625|0.0569061457813011
"5500"|42|3.8|1|0|1|0|0.386237065552991|-0.0417458756152438
"5504"|44|4|0|1|1|0|0.553272205555814|0.00222178401177317
"5507"|44|3.4|1|0|1|0|0.0909102562092237|-0.0279131985703308
"5508"|38|3.2|0|1|0|1|0.125412823439041|-0.00614528216207643
"5511"|42|3|1|0|0|1|-0.0519796318397958|0.0596421445330151
"5512"|43|3.7|0|1|1|0|0.414392536993613|-0.0523353065312147
"5513"|44|3.8|0|1|1|0|0.423692201110003|0.0105855546369282
"5515"|46|3.5|1|0|1|0|0.159443734736182|-0.0331846577853844
"5518"|45|3.3|1|0|1|0|-0.0489912069523976|-0.0107263457080695
"5519"|46|3.4|1|0|1|0|0.0908543752434214|0.0105272875692698
"5521"|42|3.6|0|1|1|0|0.303514852109438|-0.0194551306958304
"5524"|46|3.6|0|1|0|1|0.472278619391739|-0.0837583413622839
"5525"|35|3.2|1|0|0|1|0.103740550859066|0.00931866416184454
"5527"|35|3.1|1|0|0|1|-0.0188003574998171|-0.111385973139884
"5528"|42|3.5|1|0|1|0|0.0590742874907326|0.0296293111332509
"5529"|45|3.7|1|0|1|0|0.316453761945147|0.0674914956976033
"5530"|42|3.4|0|1|1|0|0.168576634005293|-0.0974844644864383
"5540"|41|3.8|0|1|0|1|0.565609681674595|-0.00270247258201695
"5542"|48|3.3|0|1|1|0|0.113572187918056|-0.0688864886622043
"5543"|40|3.6|1|0|0|1|0.456115760995537|0.0148092056384873
"5544"|39|3.8|1|0|1|0|0.286851617082518|0.066428385056418
"5545"|44|3.7|0|1|1|0|0.404513090409676|-0.0796374751482014
"5551"|40|3.7|0|1|1|0|0.446447347688814|-0.0456134483183521
"5553"|30|3.1|0|1|1|0|0.00805156725654026|0.03994676050811
"5554"|34|3.6|1|0|1|0|0.222460905640244|-0.0133079790288856
"5555"|35|3.1|1|0|1|0|-0.252033549860436|0.0157675218414417
"5556"|36|3|0|1|1|0|-0.205307338785962|0.0450481981335081
"5557"|34|2.9|1|0|0|1|-0.153418640466101|0.0575855815262459
"5559"|33|3.3|1|0|1|0|0.0671598880996823|0.0285649616637683
"5562"|35|3.4|1|0|1|0|0.0623681785839133|-0.0414168842597691
"5565"|30|3.1|1|0|1|0|-0.126287519348422|-0.000423542898468883
"5566"|23|3.1|0|1|1|0|-0.108147358549199|0.00339425108158534
"5568"|33|3.1|0|1|1|0|-0.0776980623574716|-0.0690976100298239
"5571"|35|3.1|1|0|0|1|0.0315507737397206|0.0395091774748519
"5572"|36|2.4|0|1|1|0|-0.595620402693435|0.00477394726951831
"5575"|32|3|1|0|1|0|-0.271705566666225|0.0282876192363339
"5578"|37|3.1|1|0|1|0|-0.189364871258905|-0.0204117305610534
"5581"|34|2.6|0|1|1|0|-0.448208654786141|0.062697717380393
"5583"|39|2.5|1|0|1|0|-0.660608340621589|-0.0387779875661294
"5587"|32|3.2|0|1|1|0|0.0189695670204179|-0.0369379979343336
"5590"|39|2.1|1|0|1|0|-1.01865460984355|0.0296578424490625
"5594"|40|2.5|0|1|1|0|-0.491216682347721|0.0155500750350873
"5597"|37|3|0|1|1|0|-0.125345600587024|0.0145656626490352
"5600"|32|3.1|0|1|1|0|-0.0657962103609025|0.077490688927645
"5602"|40|2.5|0|1|1|0|-0.46958998446179|0.0197470305142878
"5603"|39|3|0|1|1|0|-0.127255637737398|0.0736758821389194
"5604"|37|2.9|0|1|1|0|-0.185552313363212|0.00753921535182194
"5606"|37|2.9|1|0|1|0|-0.31041756391344|0.0680245326013977
"5607"|32|2.2|0|1|0|1|-0.650002703995859|-0.0340637123880195
"5613"|36|3.1|1|0|1|0|-0.258731622779892|-0.0626778488466516
"5614"|31|3.2|0|1|1|0|0.0176339850248022|-0.0161526848776881
"5616"|34|3.4|1|0|1|0|0.109270748949589|-0.0733575997451004
"5617"|39|2.8|0|1|1|0|-0.310061455751846|0.0078955202231234
"5618"|38|3.1|1|0|1|0|-0.137725957694429|0.0727035456228402
"5619"|38|2.4|0|1|1|0|-0.624391024887103|-0.00658576401959023
"5621"|37|2.6|0|1|1|0|-0.413124391309385|0.0249101599126591
"5622"|34|3.1|0|1|1|0|-0.0881623347071346|0.0352401546237583
"5624"|37|2.6|0|1|1|0|-0.454433813287822|-0.0274955527172648
"5627"|31|3.5|0|1|1|0|0.272553723220425|-0.0898931616248609
"5629"|35|3|1|0|1|0|-0.248403775361216|-0.0112899878819178
"5630"|38|2.5|0|1|1|0|-0.543783734384694|-0.0103053745965227
"5634"|32|3.7|0|1|1|0|0.354646992178303|-0.0204859226384404
"5636"|30|3.1|1|0|1|0|-0.160218623489813|-0.0655809973354193
"5637"|31|2.7|0|1|0|1|-0.252082354146953|0.0536761346017563
"5641"|40|2.7|1|0|1|0|-0.445200608916112|0.0100222313360526
"5643"|28|3.5|1|0|0|1|0.302797186348519|0.017303029577442
"5645"|31|3|0|1|1|0|-0.0970662827162543|-0.0208067503574091
"5646"|39|3.8|1|0|1|0|0.361769953670634|-0.0738043111900435
"5649"|35|3.4|0|1|1|0|0.197640811106736|0.0205480893497631
"5651"|30|3.3|0|1|0|1|0.27889782571767|0.0311240597262495
"5652"|36|3.2|1|0|1|0|-0.10817602906691|-0.000576971218982163
"5655"|38|2.2|0|1|0|1|-0.651754636534876|0.0409450177188286
"5656"|37|3.7|1|0|1|0|0.306959251458558|-0.0571360922423667
"5658"|37|2.6|0|1|1|0|-0.443694031819223|0.0590763404193346
"5659"|29|3|0|1|0|1|0.024006407441709|-0.0454433467038492
"5661"|31|2.2|0|1|0|1|-0.575308627844791|-0.0217800116046528
"5662"|24|3.1|1|0|0|1|-0.000591627080440823|0.0497666681440708
"5663"|25|3.2|1|0|0|1|0.0371556232024266|-0.0131279446027992
"5664"|45|2.2|0|1|1|0|-0.738078947787223|-0.0679430582962305
"5666"|32|3.2|0|1|1|0|-0.0884144410913336|-0.0321819754881032
"5668"|42|2.7|0|1|1|0|-0.374501154171618|0.0517500105596542
"5670"|39|2.7|0|1|1|0|-0.41223797357773|-0.0619592518313212
"5672"|40|3.1|1|0|1|0|-0.0830373826940974|0.026722680789484
"5674"|35|2.6|0|1|1|0|-0.476669300529847|-0.0466155334153587
"5676"|28|2.7|1|0|0|1|-0.286248555436463|0.0277121524164453
"5678"|38|2.8|1|0|1|0|-0.438903800394137|0.0642996635293264
"5681"|36|2.9|0|1|1|0|-0.286132891442245|0.0610786225118684
"5682"|40|2.5|0|1|1|0|-0.48352306235363|0.023773426366483
"5683"|37|3.2|0|1|1|0|-0.0229027599892513|0.00261121876490544
"5684"|31|3.6|1|0|1|0|0.214174059727185|0.0701734406623973
"5685"|40|3.4|1|0|1|0|-0.0304445724955836|-0.00496257071664362
"5686"|39|3.4|1|0|1|0|0.0889807481042596|0.0730587304577287
"5689"|34|3.1|1|0|1|0|-0.131480519223922|0.0694676153399293
"5691"|40|3.2|1|0|1|0|-0.0606376143819518|0.0408693143905006
"5692"|36|2.9|0|1|1|0|-0.266182713259307|0.0392141837576678
"5695"|36|2.6|0|1|1|0|-0.42230500255931|0.0205398086704806
"5696"|39|2.5|0|1|1|0|-0.551534545828938|-0.0172076855016732
"5697"|35|3.1|0|1|1|0|-0.115994979083361|-0.0805928492172747
"5698"|35|2.7|1|0|1|0|-0.457177177714444|0.0155773476532858
"5699"|36|2.9|0|1|1|0|-0.272050718242435|-0.0300794733527802
"5705"|31|3.1|1|0|1|0|-0.196765305233826|-0.0211255402617846
"5706"|31|2.9|1|0|0|1|-0.165951927673916|0.0691494609625845
"5707"|29|3.3|1|0|1|0|-0.0149931627271731|0.075984458887414
"5709"|38|2.2|0|1|1|0|-0.715718250600174|0.076707890344522
"5710"|35|3.1|1|0|1|0|-0.158381753004564|0.0343341724714545
"5711"|35|2.8|1|0|1|0|-0.349118631809559|0.00421790685580082
"5713"|30|3.7|1|0|1|0|0.361697786585263|0.00251224693654578
"5719"|39|2.7|0|1|1|0|-0.357111211039156|-0.0409810975334371
"5721"|37|2.9|0|1|1|0|-0.168918555304031|-0.0323799417259975
"5722"|39|2.4|0|1|0|1|-0.382198672378897|-0.085308413823074
"5723"|39|2.5|1|0|1|0|-0.660413210442503|-0.0933721829115245
"5725"|40|2.6|1|0|0|1|-0.350600474612508|0.0838893007977949
"5726"|36|2.7|0|1|1|0|-0.434177890165268|0.0450688762301783
"5727"|31|3.1|0|1|1|0|-0.0159592445069265|0.000128881607171711
"5728"|32|3.2|0|1|1|0|-0.0122629661885463|-0.0153251967117227
"5730"|37|2.8|0|1|1|0|-0.391170643709778|0.0746191276478741
"5731"|41|2.9|1|0|1|0|-0.289586726385745|0.0215803460142881
"5732"|35|2.9|0|1|1|0|-0.205609571825412|-0.0278935344164371
"5734"|33|2.3|1|0|1|0|-0.793200647842785|-0.0384356964061515
"5736"|41|3.5|1|0|1|0|0.14090149940151|-0.0218547800901849
"5738"|37|3|1|0|1|0|-0.298032984438135|0.0147120014198539
"5741"|33|3.4|1|0|1|0|0.100531488424352|-0.00622800426947144
"5747"|33|3.2|1|0|1|0|-0.158813080821955|0.0383106953373145
"5748"|38|3.2|0|1|1|0|0.047799721979877|0.0111529272411329
"5749"|34|3.1|0|1|1|0|-0.103924143091766|-0.0100276888777475
"5753"|35|3|1|0|1|0|-0.202996175084481|0.0020083760400625
"5755"|34|3|0|1|1|0|-0.170622742082113|0.0696071566918436
"5756"|35|3|0|1|1|0|-0.156748494235424|0.0414071354329937
"5757"|36|2.2|0|1|1|0|-0.698942719883445|0.037979449288013
"5761"|38|3.6|0|1|0|1|0.487412127733755|0.116078339535847
"5763"|47|3.7|0|1|1|0|0.327006416866739|0.0716171563322773
"5764"|39|3.3|0|1|1|0|0.0561439053295296|-0.00202092204096214
"5767"|37|3.8|0|1|1|0|0.465646818622325|-0.0166263525655151
"5770"|45|3.6|1|0|1|0|0.203672282730077|-0.018769122575968
"5771"|31|3.4|0|1|0|1|0.313862056710658|-0.0463072195320726
"5773"|40|3.6|0|1|1|0|0.28205729244333|-0.00591906293483865
"5774"|41|3.3|0|1|0|1|0.178666397143035|0.0385269261400459
"5777"|39|3.6|1|0|1|0|0.195215881380165|-0.0212953509736717
"5778"|43|3.2|0|1|1|0|-0.0430236970493313|-0.0737027768996733
"5780"|45|3.7|0|1|1|0|0.324204338716993|-0.0448278687842686
"5781"|44|3.4|0|1|1|0|0.231987216010515|0.094403549076666
"5783"|42|3.1|0|1|1|0|-0.0955200170649168|0.0226628115657861
"5784"|38|3.9|1|0|1|0|0.370719200644207|-0.10925018349307
"5786"|38|3.6|0|1|1|0|0.346374576211725|-0.0103364012576032
"5788"|34|3.2|0|1|0|1|0.253580167090104|0.000114980922500695
"5790"|45|3.5|0|1|1|0|0.183388235967513|0.00178268812833142
"5791"|45|3.9|1|0|1|0|0.403904289974028|0.062026183572511
"5792"|41|3.2|1|0|1|0|-0.0958737652432924|0.0247029839699295
"5795"|35|3.4|0|1|1|0|0.114691202828556|-0.014801763688387
"5796"|44|3|1|0|0|1|-0.0980530032383922|-0.0341235885732342
"5797"|41|3.7|1|0|1|0|0.252398097180685|0.0937661570137902
"5801"|44|3|1|0|1|0|-0.303304725610656|0.0401459225409398
"5802"|42|3.8|0|1|1|0|0.398177885090919|0.0169256382531786
"5803"|42|3.4|0|1|1|0|0.135841172978323|-0.0288904459206574
"5805"|47|3.2|0|1|1|0|-0.0312383577258083|0.0948677811815297
"5806"|39|3|1|0|0|1|-0.0988511869349179|0.0155551302097377
"5807"|47|3.9|0|1|1|0|0.556070493082609|0.00966646373465552
"5808"|44|3.5|0|1|1|0|0.126655504130226|-0.0740000103826978
"5809"|41|3.7|0|1|0|1|0.49576299180741|-0.0743133877359761
"5810"|35|3.8|1|0|1|0|0.3559885822198|0.0211296667198915
"5815"|47|3.7|0|1|1|0|0.305028957337643|-0.0113120922631937
"5817"|46|3.9|1|0|1|0|0.402502728976772|-0.072590073026143
"5818"|47|3.9|0|1|1|0|0.511833825600314|-0.0268470908936401
"5823"|41|3.4|0|1|1|0|0.206614216902296|0.0146658771725915
"5824"|44|3.8|1|0|1|0|0.39421369218062|0.106735736228613
"5825"|44|3.3|1|0|1|0|-0.0815360502452012|-0.0632017432181027
"5830"|38|3.4|1|0|0|1|0.263896827481032|-0.017491629696725
"5831"|45|3.6|1|0|1|0|0.245783674650464|-0.0114807042639453
"5832"|48|3.6|0|1|1|0|0.360141018477186|-0.0137563274309521
"5833"|48|3.3|0|1|1|0|-0.00909931272199691|-0.0144545288152094
"5834"|45|3.7|0|1|1|0|0.393727955751999|0.0257853386802378
"5835"|40|2.6|0|1|1|0|-0.45878790595568|-0.0350982547879711
"5837"|42|3.6|0|1|1|0|0.350138968511867|0.00789274829923765
"5847"|36|3.5|0|1|1|0|0.175276275444193|0.0128196153962849
"5852"|35|3|1|0|1|0|-0.278424197435244|0.0453548423817009
"5855"|27|4|1|0|1|0|0.435848152766042|-0.0189293653161703
"5856"|39|3.4|0|1|1|0|0.117990602356083|0.0563636426893023
"5857"|38|3|1|0|1|0|-0.280287233498638|-0.0547347239255824
"5858"|28|2.9|0|1|0|1|-0.0646759693349563|0.00898563566207396
"5861"|38|3.2|0|1|1|0|0.00883138019052883|-0.0174258280513242
"5862"|35|3.2|0|1|1|0|-0.0722561671787752|0.0812358363377046
"5863"|32|3.5|1|0|1|0|0.135855086129262|-0.0627553717408212
"5864"|42|3|0|1|1|0|-0.14996147563676|-0.0102757313398565
"5865"|31|3.9|1|0|1|0|0.38257691119002|0.000432293022023324
"5867"|39|3.3|0|1|1|0|0.0911337841099099|-0.00738448077566246
"5868"|35|3.5|0|1|1|0|0.223116581878827|0.0123973226936237
"5869"|38|3.1|1|0|1|0|-0.137371403061991|-0.00477714514369605
"5871"|36|3.8|1|0|1|0|0.359120750068001|0.102718324820944
"5875"|37|3.3|0|1|1|0|0.159904343008675|0.00327244882080324
"5876"|38|3|1|0|1|0|-0.232652367481159|0.0303033563758316
"5877"|41|3.4|1|0|1|0|0.0858834290790203|-0.0255234337335698
"5878"|36|3.4|1|0|1|0|0.113687751768523|0.0169391319679957
"5881"|37|3.2|1|0|1|0|-0.123331400813785|0.0548336707936167
"5883"|37|3.4|0|1|1|0|0.102751315604059|0.000937949748820369
"5884"|34|3.7|1|0|1|0|0.222907361404675|0.0164270452079059
"5887"|37|3.5|1|0|1|0|0.0840959529741687|0.0222203814034415
"5888"|42|2.9|1|0|1|0|-0.289730707356475|-0.00401636905851531
"5891"|37|3|1|0|1|0|-0.197640554331583|0.0510509122746251
"5895"|40|2.7|1|0|1|0|-0.454891263388141|-0.0200381777318191
"5896"|35|3.2|0|1|1|0|-0.00734298877300941|-0.106713310415307
"5897"|33|3.2|1|0|1|0|-0.100993377169482|0.0204759384180743
"5900"|42|3.2|0|1|1|0|-0.011705260959201|0.000756464860019729
"5902"|38|3.2|1|0|1|0|-0.132810656785685|0.0180383726325572
"5903"|23|2.7|1|0|0|1|-0.20535441384811|0.0859040704975156
"5904"|33|3.5|1|0|1|0|0.0978708491944398|0.0548528030451982
"5905"|40|3|0|1|1|0|-0.104756480908892|-0.00600888808304524
"5907"|41|2.8|0|1|1|0|-0.249715087390288|-0.0316780635450322
"5909"|33|3.5|1|0|1|0|0.10339832015227|0.0420149517869583
"5910"|39|3.3|0|1|1|0|0.0709418497605407|-0.0101632608511644
"5911"|40|3.1|0|1|1|0|-0.0905747298543617|0.0264163543952182
"5915"|30|3|0|1|0|1|0.0279670679275367|-0.0281797401544677
"5916"|36|3.4|0|1|1|0|0.119178153188488|0.0861171164374055
"5918"|36|3.1|0|1|1|0|-0.124374523738942|-0.00369852996768223
"5919"|33|2.8|0|1|1|0|-0.316229213477284|0.00441578070567404
"5922"|35|3.2|1|0|1|0|-0.139579312204628|-0.019252792496485
"5925"|34|3.5|0|1|1|0|0.203052588724946|-0.00188920236525676
"5927"|42|3.1|1|0|1|0|-0.179615340320765|0.0427287608757268
"5928"|36|3.7|1|0|1|0|0.305971419029985|-0.0287898414586958
"5929"|30|2.9|1|0|0|1|-0.204888015325485|0.0184978603854282
"5930"|35|3.2|1|0|1|0|-0.0917147042810431|-0.00819748954727896
"5932"|42|3.9|1|0|1|0|0.458268659538869|0.0268110195379975
"5933"|33|2.6|0|1|1|0|-0.44693935436139|-0.0546982330592068
"5934"|29|3|0|1|1|0|-0.15904082304965|-0.0127839908084339
"5939"|30|3.6|1|0|1|0|0.159718077225699|0.0322097979744564
"5941"|37|3.3|0|1|1|0|0.0930339301286986|-0.00569772663970445
"5942"|36|3.1|0|1|1|0|-0.0346938466773476|-0.0754109638298801
"5943"|39|2.8|0|1|1|0|-0.259541432950516|0.0446815263640614
"5950"|40|2.9|0|1|1|0|-0.258627871437075|-0.00978710700256707
"5952"|31|3|1|0|1|0|-0.257104153594884|-0.0049337216115221
"5953"|37|3.5|1|0|1|0|0.216929704494436|-0.049231272331117
"5955"|36|3|0|1|1|0|-0.111096671544386|0.128542571287331
"5958"|37|2.9|0|1|1|0|-0.199460060242724|0.0590949749633521
"5960"|23|2.3|1|0|0|1|-0.631729427571976|0.0145939415750027
"5962"|45|2.7|0|1|1|0|-0.419123627290953|0.0345095477514646
"5963"|35|3.7|1|0|1|0|0.275315212508575|-0.0420864479988667
"5964"|36|2.9|1|0|1|0|-0.32147187203257|0.10202630975517
"5965"|24|2.7|1|0|1|0|-0.433815550956553|-0.0250232219680902
"5966"|35|3.5|1|0|1|0|0.147416221612097|-0.00604220462431958
"5972"|32|3.6|0|1|1|0|0.253507503448629|-0.0126497780794506
"5973"|37|2.9|0|1|1|0|-0.30871025110297|0.0605516294476494
"5979"|36|2.7|0|1|1|0|-0.3385444662323|-0.0380888485755959
"5984"|34|3.1|0|1|1|0|-0.049357512428146|-0.010569326770847
"5986"|39|2.3|1|0|1|0|-0.815118436425434|0.051376778933399
"5987"|39|3|0|1|1|0|-0.18734536725267|-0.0316702995564558
"5991"|39|3.1|0|1|1|0|-0.0309218952491862|-0.0345117576415375
"5994"|33|3.7|1|0|1|0|0.289355158106903|0.0328920437605535
"5998"|35|2.9|1|0|1|0|-0.331728547847877|-0.00192413707401494
"6001"|35|2.8|1|0|1|0|-0.378124454787464|-0.0689712801534182
"6007"|40|2.9|1|0|1|0|-0.348151894107685|0.0693928714341747
"6010"|32|3.6|1|0|1|0|0.197308430713897|-0.000223566898213809
"6014"|39|3.1|1|0|1|0|-0.197246251682583|0.0815993300370097
"6017"|39|3.2|1|0|1|0|-0.100536920664791|-0.0716095833942634
"6019"|40|3|0|1|0|1|-0.00287227819291315|-0.0200299283893699
"6020"|33|2.7|0|1|0|1|-0.135770834437289|-0.0856795927465959
"6026"|35|3|0|1|1|0|-0.125762470158511|0.0518450721687073
"6027"|38|3.2|0|1|1|0|0.00421823598732642|-0.0322338747344654
"6028"|36|3.1|0|1|1|0|-0.0691750894731288|-0.0156376062039412
"6036"|25|2.6|0|1|0|1|-0.328276256166682|-0.0856832129366038
"6037"|35|3.4|0|1|1|0|0.10881857125938|-0.0750157546081998
"6039"|39|3|1|0|1|0|-0.199316655242026|0.00924939575588834
"6041"|39|2.9|0|1|0|1|-0.0074816091263377|-0.0243434646998398
"6042"|29|2.5|0|1|0|1|-0.35099975222432|0.0615926410485125
"6045"|39|2.9|0|1|1|0|-0.246239387683694|0.0268695429781448
"6047"|35|3.5|1|0|1|0|0.156901236900228|0.0514537050320835
"6048"|32|3.5|0|1|1|0|0.232128191930133|-0.0469329781254017
"6050"|37|3.4|0|1|1|0|0.133040606202763|0.0243989198386844
"6051"|42|3.2|0|1|1|0|0.0143438188380199|-0.0609031003576938
"6057"|36|3.6|0|1|1|0|0.239354939190646|-0.0101153234667796
"6060"|39|3.2|0|1|1|0|-0.00394432233830314|-0.0109445180837433
"6061"|38|3.4|1|0|1|0|0.0481772869381395|0.0983825329027689
"6065"|30|3.1|1|0|0|1|-0.0115918754321592|0.0862310378732745
"6066"|39|2.9|0|1|1|0|-0.229583686424996|-0.0829342680080408
"6067"|39|3|0|1|1|0|-0.201648233601989|0.0507955573107408
"6069"|42|2.9|0|1|1|0|-0.261337521170027|-0.0138793482531459
"6071"|33|3.1|1|0|1|0|-0.0763009130213719|0.0185868082124125
"6072"|37|3.2|1|0|1|0|-0.059108846835468|0.0137659828685918
"6073"|28|2.8|1|0|0|1|-0.164035169809239|0.0229405089506717
"6076"|33|3.6|1|0|1|0|0.209941866469981|0.0227504497117419
"6077"|39|3.1|0|1|1|0|-0.0198508546486443|0.00529773718878474
"6078"|31|3.4|1|0|0|1|0.216207902867427|-0.092100283251576
"6080"|35|3.4|1|0|1|0|0.0555814380586141|0.0438279422526443
"6081"|35|3.3|1|0|1|0|-0.0215052497387476|-0.0624813178459415
"6082"|33|3.2|0|1|1|0|-0.0188271662723805|-0.0175852930248265
"6083"|39|2.8|0|1|1|0|-0.203029243372914|-0.0117633650000461
"6084"|11|3|0|1|0|1|0.0050140766048698|-0.0393143547368446
"6089"|40|2.9|0|1|1|0|-0.281501790650974|-0.0307505953920031
"6090"|40|2.7|1|0|1|0|-0.443535060098154|0.0252109340210726
"6091"|33|3.8|1|0|1|0|0.316141553212934|0.0105358594628754
"6093"|30|2.5|1|0|0|1|-0.454907300075196|0.0224060617021289
"6095"|27|2.9|1|0|1|0|-0.337352886903832|-0.0207959078115924
"6097"|30|3.2|1|0|1|0|-0.0789941999182964|0.0661297141472608
"6101"|38|3.2|1|0|1|0|-0.0897597094604623|-0.0294409027272843
"6102"|33|3.1|1|0|1|0|-0.118449627233168|-0.0402250749332569
"6107"|31|3.3|1|0|1|0|-0.0875931058769444|0.0134605691780808
"6110"|31|2.8|1|0|1|0|-0.447629424815276|0.00910134109259151
"6113"|38|2.5|0|1|1|0|-0.553650291349825|0.0162031571476637
"6114"|39|3.3|0|1|1|0|0.0950791662274548|-0.0276739784812485
"6115"|39|3.5|1|0|1|0|0.0913874545876299|0.0730464525922525
"6116"|34|2.4|0|1|1|0|-0.546113876314038|-0.00600146340230598
"6122"|30|3.6|1|0|1|0|0.216200796098102|0.013748478496384
"6125"|37|3.2|0|1|1|0|0.011618118497339|0.0205480756776751
"6128"|37|2.6|0|1|1|0|-0.42318362048759|0.00112072766451978
"6130"|36|3|1|0|1|0|-0.242725465701253|-0.0804475505282596
"6134"|16|2.8|1|0|0|1|-0.268649920620911|-0.0258292936330219
"6135"|32|3|0|1|1|0|-0.139993193331493|-0.00320466345248181
"6136"|41|2.8|0|1|1|0|-0.230436392837898|0.0325156209580507
"6137"|43|2.7|0|1|0|1|-0.278610581271819|-0.0900349719281197
"6139"|38|2.9|1|0|1|0|-0.326361219435522|0.0355635783150985
"6140"|33|2.5|0|1|1|0|-0.514890599978298|-0.0417166621855324
"6142"|43|3.1|0|1|1|0|-0.15456151968021|-0.020734566906767
"6143"|32|3.5|0|1|1|0|0.196960856634989|-0.0687803402422654
"6147"|42|2.8|1|0|1|0|-0.41821527921822|0.0853160812663241
"6148"|25|2.9|1|0|0|1|-0.157644863132611|0.0644821485120539
"6149"|36|3.2|1|0|1|0|-0.0775334773788057|0.00274637093892866
"6150"|33|3.2|1|0|1|0|-0.0830128730304769|0.0431058151202083
"6152"|36|3.2|1|0|1|0|-0.0585257603257033|0.0236975900968317
"6154"|15|2.9|1|0|0|1|-0.0705961114462026|0.0796885653443606
"6155"|32|3.5|1|0|1|0|0.135677853219697|-0.0805576015300304
"6157"|33|3.4|1|0|1|0|0.097265996481571|0.0183203522406697
"6158"|22|3.2|1|0|0|1|0.0323944007783123|-0.0478006332353991
"6161"|34|3.5|1|0|1|0|0.0783376672821331|-0.0202279159471315
"6162"|43|3|1|0|1|0|-0.213345018336633|-0.00353121020122052
"6165"|40|3.3|1|0|1|0|-0.0365768230536246|0.0505859540284051
"6166"|41|3|0|1|1|0|-0.170347008055354|-0.00431760595025139
"6167"|34|3.4|0|1|1|0|0.15024559845205|0.0395043420515281
"6168"|34|3.2|0|1|1|0|0.0201653379349344|-0.00374717932315896
"6170"|34|3.7|1|0|1|0|0.237257391829146|0.0219926532423961
"6172"|38|3.1|0|1|1|0|-0.113461065788198|0.0103762641484421
"6175"|37|3.5|0|1|0|1|0.386881110606208|0.0358055459403472
"6180"|36|3.1|1|0|1|0|-0.164477927099838|0.0451882193037435
"6181"|30|2.8|1|0|1|0|-0.366637168244097|0.0631987372469848
"6182"|37|3.6|1|0|1|0|0.229429711293615|0.058562348078694
"6183"|35|3.1|0|1|1|0|-0.0640432164426985|0.0702878977335574
"6184"|39|2.9|0|1|1|0|-0.187987479369941|0.0363402411205762
"6186"|39|3.3|1|0|1|0|0.00702650494051336|0.034257803914885
"6187"|41|3.1|1|0|1|0|-0.220226124770773|0.0448881598398512
"6189"|22|3|0|1|0|1|0.0197442963048041|0.00475691714814856
"6190"|36|3.2|1|0|1|0|-0.185900817027276|0.035631314577484
"6191"|34|3.3|1|0|1|0|-0.0690227950858508|-0.0601667399388726
"6192"|35|3.8|0|1|1|0|0.460896931821808|-0.0456998819781289
"6193"|30|3.1|1|0|1|0|-0.275749230256484|-0.0165130233853911
"6195"|41|3.3|1|0|1|0|-0.0100040144808398|0.0364452300716765
"6196"|33|3.8|1|0|1|0|0.293805180475318|-0.00850657211997494
"6197"|37|3.5|1|0|0|1|0.288326029003929|0.00252511884452061
"6198"|39|3.8|1|0|1|0|0.335815444527738|0.0437109676052867
"6201"|31|2.7|0|1|0|1|-0.183352237670251|-0.0703149225288292
"6205"|19|2.4|0|1|0|1|-0.450269747846752|-0.00167444399781434
"6206"|31|3.2|1|0|1|0|-0.133417210285211|-0.0592028226454838
"6208"|36|3.5|1|0|1|0|0.103657684670833|-0.0741964812931597
"6212"|35|3.1|1|0|0|1|-0.0511610082913894|-0.0174795717816695
"6213"|39|3.1|1|0|1|0|-0.176450886638624|-0.0197803647632072
"6214"|39|3.2|0|1|1|0|0.0826341487495858|0.0155853134092991
"6216"|30|2.5|0|1|0|1|-0.322936967418627|0.00513391855802905
"6217"|32|3|1|0|1|0|-0.312139629249957|-0.0159377071121958
"6218"|38|3.1|0|1|1|0|-0.0645780498524168|0.0756745432722228
"6221"|38|2.9|0|1|1|0|-0.227370099288735|-0.0658273262767633
"6227"|31|3.1|0|1|1|0|-0.116089852324039|-0.0745718508876732
"6228"|26|2.8|1|0|0|1|-0.279761026159577|-0.0119455859516985
"6229"|22|2.6|1|0|0|1|-0.390867855310792|-0.0239889998872671
"6231"|33|3.3|0|1|1|0|0.119537728688896|-0.100445461288261
"6232"|33|3.4|0|1|1|0|0.144983460299297|0.0639905434587844
"6234"|32|3.7|1|0|1|0|0.296721271552969|0.0373689271305279
"6236"|35|3|1|0|1|0|-0.192332947579641|-0.0061935873880519
"6237"|36|3.3|1|0|1|0|0.00404449746305411|-0.0119308841035588
"6238"|34|3.2|1|0|1|0|-0.0975098345378939|0.00937340613903364
"6241"|34|3.1|1|0|1|0|-0.0759253403235097|-0.080481203535077
"6244"|32|3.4|1|0|1|0|-0.0179206429420124|0.000773522867010228
